"Director","Frecuencia"
"Lars von Trier",7
"Lasse Hallstr�m",9
"Laura Gross",1
"Laura Terruso",1
"Laure de Clermont-Tonnerre",1
"Lauren Hadaway",1
"Lauren Lazin",1
"Lauren Montgomery",5
"Lauren Montgomery|Bruce Timm|Brandon Vietti",1
"Lauren Montgomery|Jay Oliva|Christopher Berkeley",1
"Lauren Montgomery|Sam Liu",2
"Laurent Bernier",1
"Laurent Bouhnik",1
"Laurent Bouzereau",4
"Laurent Lafitte",1
"Laurent Tirard",2
"Law Wing-Cheong",1
"Lawrence Fajardo",1
"Lawrence Fowler",1
"Lawrence Guterman",2
"Lawrence Kasdan",5
"Lawrence Roeck",1
"Lawrence Sher",1
"Lawrence Trilling",1
"Lazar Bodro�a",1
"Leandro Neri",1
"Lee Chang-dong",1
"Lee Chung-hyun",1
"Lee Cronin",1
"Lee Daniels",4
"Lee Demarbre",1
"Lee Do-si",1
"Lee Dol",1
"Lee Dong-joon-III",1
"Lee Hae-jun|Kim Byung-seo",1
"Lee Han",1
"Lee Hwan-kyung",1
"Lee Isaac Chung",1
"Lee Jeong-beom",2
"Lee Jeong-hyang",1
"Lee Joon-ik",1
"Lee Kae-byeok",1
"Lee Mi-young",1
"Lee Ri-dan",1
"Lee Seok-geun",1
"Lee Seung-moo",1
"Lee Seung-Won",1
"Lee Suk-hoon",1
"Lee Tamahori",7
"Lee Toland Krieger",1
"Lee Unkrich",2
"Lee Won-tae",1
"Lee Yong-ju",1
"Leif Bristow",1
"Leif Tilden",1
"Leigh Janiak",4
"Leigh Scott",1
"Leigh Whannell",3
"Len Wiseman",4
"Lena Khan",1
"Lennart Ruff",1
"Lenny Abrahamson",2
"Leo McCarey",1
"Leo Riley",1
"Leo Scott|Ting Poo",1
"Leo Zhang",1
"Leon Gast|Ryan Moore",1
"Leonard Nimoy",2
"Leonid Gaidai",3
"Leopoldo Aguilar",1
"Leos Carax",1
"Leroy Kincaide",1
"Les Mayfield",6
"Leslie H. Martinson",1
"Leslie Iwerks",1
"Leslye Davis|Catrin Einhorn",1
"Leslye Headland",2
"Letizia Lamartire",1
"Lev L. Spiro",3
"Levan Gabriadze",2
"Levan Tsikurishvili",1
"Lewis Gilbert",2
"Lewis Milestone",1
"Lewis Teague",3
"�lex de la Iglesia",4
"�lex Montoya",1
"�lex Pastor|David Pastor",1
"Lexi Alexander",2
"Leythum",2
"Li Liming",1
"Liam Gavin",1
"Liam Lynch",1
"Liam O'Donnell",2
"Liang Xuan|Zhang Chun",1
"Liesl Tommy",1
"Liliana Cavani",1
"Lilly Wachowski|Lana Wachowski",6
"Lim Chan-sang",1
"Lim Kyoung-tack",1
"Lim Sang-Yun",1
"Lin-Manuel Miranda",1
"Lin Oeding",2
"Lina Roessler",1
"Linda Mendoza",1
"Lindsay Gossling",1
"Lino DiSalvo",1
"Lionel Steketee",1
"Lior Geller",1
"Lisa Addario|Joe Syracuse",1
"Lisa Arnold",2
"Lisa Azuelos",2
"Lisa Barros D'Sa|Glenn Leyburn",1
"Lisa Cholodenko",2
"Lisa Joy",1
"Lisa Langseth",1
"Lisandro Duque Naranjo",1
"Liu Chia-Liang",2
"Liu Jie",1
"Livia De Paolis",1
"Liz Friedlander",1
"Liz Garbus",1
"Liz W. Garcia",1
"Lloyd Kaufman",1
"Lloyd Kaufman|Michael Herz",1
"Llu�s Qu�lez",2
"Lo Wei",2
"Lodewijk Crijns",1
"Logan McPherson|Daniel DeSerranno|Johnny Darrell|Steve Sacks|Behzad Mansoori-Dara",1
"Lone Scherfig",4
"�l�onore Pourriat",1
"Lorcan Finnegan",1
"Lorena Mu�oz",1
"Lorene Scafaria",2
"Lorenzo Mattotti",1
"Lou Jeunet",1
"Louie Psihoyos",1
"Louis D'Esposito",2
"Louis Leterrier",6
"Louis Leterrier|Corey Yuen",1
"Louis Malle",2
"Louis Morneau",2
"Louis Ross",1
"Louis Shaw Milito",1
"Louisa Warren",2
"Louise Alston",1
"L�szl� Benedek",1
"Lu Chuan",3
"Lu Yang",1
"Lu Ying",1
"Luc Besson",12
"Luc Jacquet",1
"Luca Boni|Marco Ristori",1
"Luca Guadagnino",4
"Luca Lucini",1
"Lucas Miles",1
"Lucia Aniello",1
"Lucien Jean-Baptiste",1
"Lucio Fulci",1
"Lucky McKee",2
"Ludovic Bernard",2
"Luis Alfaro|Pablo Lejarreta",1
"Luis Bu�uel",4
"Luis Carlos Hueck",1
"Luis de la Madrid",1
"Luis Eduardo Arango",1
"Luis Eduardo Reyes",2
"Luis Estrada",3
"Luis Javier Henaine",1
"Luis Llosa",1
"Luis Mandoki",4
"Luis Ortega",1
"Luis Pinheiro",1
"Luis Prieto",1
"Luis Valdez",1
"Lukas Dhont",1
"Lukas Moodysson",2
"Lukasz Kosmicki",1
"Luke Armstrong",1
"Luke Greenfield",5
"Luke Mayze",1
"Luke Scott",2
"Luke Snellin",1
"Luke Sparke",2
"Lulu Wang",1
"�lvaro Curiel",1
"�lvaro D�az Lorenzo",1
"�lvaro Fern�ndez Armero",2
"Lydia Dean Pilcher",1
"Lyle Mitchell Corbine Jr.",1
"Lynn Shelton",1
"Lynne Ramsay",3
"Lynne Southerland",1
"M. Night Shyamalan",12
"M.J. Bassett",5
"Mabrouk El Mechri",1
"Macarena Astorga",1
"Macon Blair",1
"Madeleine Sackler",1
"Magdalena Zyzak|Zachary Cotler",1
"Maggie Carey",1
"Maggie Gyllenhaal",1
"Magnus Martens",1
"Magnus von Horn",1
"Maisie Benson|Paul Killam|Kerry Gudjohnsen|Emma Berman",1
"Maite Alberdi",1
"Majid Majidi",1
"Makoto Kamiya",2
"Makoto Shinkai",5
"Malcolm D. Lee",7
"Malgorzata Szumowska",2
"Malik Bader",2
"Malik Vitthal",1
"Mamoru Hosoda",7
"Mamoru Hosoda|Shigeyasu Yamauchi",1
"Mamoru Oshii",5
"Mamoru Oshii|Shinji Aramaki|Tomoki Kyoda|Hideki Futamura|Hideki Nimura|Kouichi Mashimo|Keiichi Sugiyama|Hiroyuki Kawasaki|Kouji Sawai|Takahiro Tanaka|Toshiyuki Kanno|Yasushi Muraki|Hiroshi Yamazaki|Megumi Shimizu|Daisuke Nishio",1
"Ma�mouna Doucour�",1
"Manane Rodr�guez",1
"Mandie Fletcher",1
"Manjari Makijany",2
"Manolo Caro",2
"Manuel Carballo",1
"Manuel Escalante",1
"Manuel Mart�n Cuenca",1
"Manuel Ramirez",1
"Manuel Sicilia",1
"Mar Targarona",2
"Mar Targarona|Mike Hostench",1
"Mar�a Conchita D�az",1
"Mar�a Ripoll",2
"Mar�a Torres",1
"Marc Abraham",1
"Marc Fehse",1
"Marc Forster",9
"Marc Gracie|Tim Ferguson",1
"Marc Lawrence",3
"Marc Meyers",2
"Marc Munden",1
"Marc Price",1
"Marc Puig Biel|J�lia Marcos L�zaro|Daria Molteni|Sergi Rubio Gonz�lez",1
"Marc Rothemund",2
"Marc Saltarelli",1
"Marc Sch�lermann",1
"Marc Vigil",1
"Marc Webb",6
"Marcel Langenegger",1
"Marcel Sarmiento|Gadi Harel",1
"Marcel Sarmiento|Nacho Vigalondo|Gregg Bishop|Aaron Moorhead|Todd Lincoln|Justin Benson",1
"Marcela Said",1
"Marcelo Galv�o",1
"Marcie Hume|Eleanor Scoones",1
"Marco Bellocchio",1
"Marco Berger",1
"Marco Brambilla",1
"Marco D'Amore",1
"Marco Dutra",1
"Marco Kreuzpaintner",2
"Marco Le�o|Andr� Santos",1
"Marco Polo Constandse",1
"Marco Pontecorvo",1
"Marco Tullio Giordana",1
"Marcos Bucay",1
"Marcos Carnevale",1
"Marcos Siega",1
"Marcus A. Clarke",1
"Marcus Adams",2
"Marcus Baldini",1
"Marcus Dunstan",2
"Marcus Nispel",4
"Marcus Ovnell",1
"Marcus Raboy",1
"Marek Losey",1
"Maren Ade",1
"Margaret Betts",1
"Mari Okada",1
"Maria Pulera",1
"Marialy Rivas",1
"Mariano Cohn",1
"Mariano Dawidson|Eric Dawidson",1
"Marielle Heller",2
"Marina Rice Bader",1
"Marina Zenovich",1
"Mario Briongos",1
"Mario Camerini",1
"Mario G�mez Mart�n",1
"Mario N. Bonassin",1
"Mario Philip Azzopardi",1
"Mario Ribero Ferreira",1
"Mario Sorrenti",1
"Mario Van Peebles",2
"Maritte Lee Go",1
"Marius A. Markevicius",1
"Marja-Lewis Ryan",1
"Marjane Satrapi",1
"Mark A. Walsh",1
"Mark A.Z. Dipp�",5
"Mark Atkins",2
"Mark Baldo",3
"Mark Burton|Richard Starzak",1
"Mark Caballero|Seamus Walsh",1
"Mark Cullen|Robb Cullen",1
"Mark de Cloe",1
"Mark Dindal",2
"Mark Goldblatt",1
"Mark Gravas",1
"Mark Griffiths",1
"Mark Helfrich",1
"Mark Herman",2
"Mark Jones",1
"Mark L. Lester",2
"Mark Linfield",1
"Mark Mylod",2
"Mark Neale",1
"Mark Neveldine",1
"Mark Osborne",1
"Mark Osborne|John Stevenson",1
"Mark Oxman",1
"Mark Palansky",2
"Mark Pavia",1
"Mark Pellington",3
"Mark Piznarski",2
"Mark Raso",1
"Mark Romanek",2
"Mark Rosman",3
"Mark Rydell",1
"Mark Steven Johnson",3
"Mark Toia",1
"Mark Tonderai",2
"Mark Waters",9
"Mark Williams",2
"Marsha Timothy",1
"Marshall Herskovitz",1
"Martha Coolidge",2
"Marti Noxon",1
"Martin Barnewitz",1
"Martin Brest",4
"Martin Campbell",8
"Martin Desmond Roe|Travon Free",1
"Martin Goeres|Michael David Pate",1
"Martin Guigui",2
"Martin Koolhoven",1
"Martin McDonagh",3
"Martin Owen",2
"Martin Ritt",1
"Martin Rosen",1
"Martin Scorsese",19
"Martin Sofiedal",1
"Martin Weisz",1
"Martin Wilson",1
"Martin Wood",1
"Martin Zandvliet",3
"Martino Zaidelis",1
"Mart�n Basterretche",1
"Mart�n Boulocq",1
"Mart�n Deus",1
"Mart�n Hodara",1
"Martyn Burke",1
"Marwan Mokbel",1
"Mary Harron",3
"Mary Lambert",4
"Masaaki Tezuka",3
"Masaaki Yuasa",1
"Masafumi Yamada",1
"Masaharu Watanabe|Tatsuya Koyanagi",1
"Masahide Ichii",2
"Masahiko Murata",3
"Masahiko Murata|Hayato Date",1
"Masahiro Ando",2
"Masahiro Hosoda",1
"Masahiro Takata",1
"Masaki Kobayashi",2
"Masako Nozawa|Masaharu Sato|Hiromi Tsuru|Ryou Horikawa|Mayumi Tanaka|Toshio Furukawa|Ryuuzaburou Ootomo|Shigeru Chiba|Ryusei Nakao",1
"Masamitsu Hidaka",6
"Masashi Ishihama",1
"Masaya Fujimori",1
"Masayuki Akehi",1
"Masayuki Kojima",1
"Masayuki Ochiai",1
"Masayuki Sakoi",1
"Massimiliano Camaiti",1
"Massy Tadjedin",1
"Mat�as Moltrasio",1
"Mateo Gil",1
"Mathew Cullen",1
"Mathew Kodath",1
"Mathias Malzieu",1
"Mathieu Kassovitz",4
"Mathieu Turi",2
"Matt Angel|Suzanne Coote",1
"Matt Aselton",1
"Matt Bettinelli-Olpin|David Bruckner|Patrick Horvath|Tyler Gillett|Justin Martinez|Chad Villella|Roxanne Benjamin",1
"Matt Bettinelli-Olpin|Tyler Gillett",2
"Matt Brown",1
"Matt Drummond",1
"Matt Duffer|Ross Duffer",1
"Matt Eskandari",4
"Matt Lang",1
"Matt O'Casey",1
"Matt Palmer",1
"Matt Peters",5
"Matt Peters|Christina Sotta",1
"Matt Peters|Melchior Zwyer",1
"Matt Reeves",4
"Matt Ross",1
"Matt Spicer",1
"Matt Thompson",1
"Matt Williams",1
"Matteo Garrone",4
"Matteo Rovere",2
"Matthew Bright",1
"Matthew Charles Santoro",1
"Matthew Currie Holmes",1
"Matthew Diamond",1
"Matthew Heineman",3
"Matthew Hope",1
"Matthew O'Callaghan",2
"Matthew O'Callaghan|Theresa Cullen|Peggy Holmes|Carole Holliday",1
"Matthew Ogens",1
"Matthew Richards|Oliver Park|Jason Bognacki|Luciano Onetti|Adam O'Brien|Nicol�s Onetti|A.J. Briones|Joshua Long|Pablo S. Pastor|Sergio Morcillo",1
"Matthew Robbins",1
"Matthew Ross",2
"Matthew Saville",1
"Matthew Vaughn",6
"Matthew Weiner",1
"Matthias Hoene",2
"Matthias Schweigh�fer",1
"Matthijs van Heijningen Jr.",2
"Mattson Tomlin",1
"Matty Beckerman",1
"Maur�cio E�a",2
"Mauricio T. Valle",1
"Mauro Borrelli",1
"Mauro Iv�n Ojeda",1
"Mauro Sarser|Marcela Matta",1
"Mauro Scandolari",1
"Max Adams",1
"Max Barbakow",1
"Max Giwa|Dania Pasquini",2
"Max Joseph",1
"Max Lang|Jakob Schuh",1
"Max McGuire",1
"Max Minghella",1
"Max Nichols",1
"Max Winkler",1
"Maximilian Elfeldt",1
"Maxwell Atoms",1
"Maxwell Atoms|Melchior Zwyer|Christina Sotta",1
"May el-Toukhy",1
"Maya Dykes",1
"Maya Forbes",1
"McG",9
"McKenna Jean Harris",1
"Mehmet Ada �ztekin",2
"Meir Zarchi",2
"Mel Brooks",5
"Mel Damski",1
"Mel Gibson",4
"Mel Smith",1
"Mel Stuart",1
"Melanie Martinez",1
"Melanie Mayron",1
"Melina Matsoukas",1
"Melvin Frank|Norman Panama",1
"Menahem Golan",1
"Menhaj Huda",1
"Mennan Yapo",1
"Menno Meyjes",1
"Mervyn LeRoy",1
"Mica Su�rez|Nataly Valencia|Jorge Ulloa|Julio Pa�i|Orlando Herrera|Juana Guarderas",1
"Michael Almereyda",1
"Michael Anderson",2
"Michael Angelo",1
"Michael Apted",4
"Michael Arias",1
"Michael Arias|Takashi Nakamura",1
"Michael Ballif",1
"Michael Bay",14
"Michael Berry",1
"Michael Brandt",1
"Michael Butts",1
"Michael Carney",1
"Michael Caton-Jones",5
"Michael Chang",1
"Michael Chang|Ben Jones|Matt Youngberg",1
"Michael Chaves",2
"Michael Cimino",1
"Michael Civille",1
"Michael Cohn",1
"Michael Coldewey|Michel Lemire",1
"Michael Crichton",1
"Michael Cristofer",3
"Michael Cuesta",1
"Michael Curtiz",1
"Michael Curtiz|William Keighley",1
"Michael D. Black",3
"Michael D. Ratner",1
"Michael Damian",5
"Michael Davis",2
"Michael Dougherty",3
"Michael Dowse",5
"Michael Dudok de Wit",1
"Michael Duggan",1
"Michael Engler",1
"Michael Feifer",4
"Michael Fimognari",2
"Michael G. Bartlett|Kevin Gates",1
"Michael Goguen",3
"Michael Goguen|Andrew Tan",1
"Michael Goi",2
"Michael Gottlieb",2
"Michael Gracey",2
"Michael Grossman",2
"Michael Haneke",3
"Michael Haussman",2
"Michael Henger|Kari Juusonen",1
"Michael Herbig",2
"Michael Hoffman",2
"Michael Hoffman Jr.|Aaron T. Wells",1
"Michael Hurst",1
"Michael Ian Black",1
"Michael J. Gallagher",3
"Michael Jai White",2
"Michael John Warren",1
"Michael Katleman",1
"Michael Keusch",1
"Michael LaBash",1
"Michael Larnell",1
"Michael Lehmann",2
"Michael Lembeck",5
"Michael Linn",1
"Michael Mailer",1
"Michael Mak",1
"Michael Mann",9
"Michael Mason",1
"Michael Matthews",1
"Michael Mayer",2
"Michael Mohan",1
"Michael Moore",1
"Michael Noer",1
"Michael O. Sajbel",1
"Michael Patrick King",2
"Michael Pearce",1
"Michael Please|Daniel Ojari",1
"Michael Polish",4
"Michael Powell",1
"Michael Powell|Ludwig Berger|Tim Whelan",1
"Michael Pressman",1
"Michael Radford",5
"Michael Rianda",1
"Michael Ritchie",1
"Michael Rymer",1
"Michael Sarnoski",1
"Michael Schmitt|Eva M�ller",1
"Michael Schroeder",1
"Michael Scott",1
"Michael Showalter",3
"Michael Spierig|Peter Spierig",4
"Michael Sucsy",2
"Michael Tiddes",5
"Michael Tully",1
"Michael Winner",2
"Michael Winnick",2
"Michael Winterbottom",2
"Michael Woods",1
"Michal Makarewicz",1
"Micha�l R. Roskam",1
"Michal Rogalski",1
"Michel Franco",1
"Michel Gondry",2
"Michel Hazanavicius",3
"Michel Ocelot",1
"Michel Viotte",1
"Michelangelo Antonioni",1
"Michele Lupo",1
"Michelle Johnston",3
"Michelle Ouellet",1
"Michihito Fujii",1
"Mich�le Laroque",1
"Mich�le Ohayon",1
"Mick Garris",1
"Mick Jackson",3
"Miguel A. Ferrer",1
"Miguel Alexandre",1
"Miguel Angel Zavala",1
"Miguel Arteta",4
"Miguel Barreda-Delgado",1
"Miguel Ch�vez",1
"Miguel �ngel Lamata",1
"Miguel �ngel Vivas",2
"Miguel Sapochnik",2
"Mikael H�fstr�m",6
"Mikael Marcimain",1
"Mikael Salomon",2
"Mikael Salomon|Jake Newsome",1
"Mike Bigelow",1
"Mike Binder",1
"Mike Burns",1
"Mike Cahill",3
"Mike Disa",1
"Mike Elliott",4
"Mike Fetterly|Steve Sacks",1
"Mike Figgis",1
"Mike Flanagan",6
"Mike Gabriel|Eric Goldberg",1
"Mike Gan",1
"Mike Gunther",2
"Mike Hodges",1
"Mike Jacobs",1
"Mike Judge",2
"Mike Leigh",3
"Mike McCoy|Scott Waugh",1
"Mike Mendez",1
"Mike Mills",3
"Mike Mitchell",5
"Mike Mitchell|Walt Dohrn",1
"Mike Newell",8
"Mike Nichols",4
"Mike P. Nelson",2
"Mike Rohl",3
"Mike Schaerer",1
"Mike Slee",1
"Mike Thurmeier",2
"Mike Tollin",2
"Mike Wiluan",1
"Mikhail Kalatozov",1
"Mikhail Lokshin",1
"Mikha�l Hers",1
"Mikkel Br�nne Sandemose",3
"Mikkel N�rgaard",2
"Miles Brandman",1
"Miles Joris-Peyrafitte",1
"Milo� Avramovic",1
"Milo� Forman",3
"Mimi Leder",5
"Min Kyu-dong",1
"mink",1
"Minoru Inao",1
"Mira Nair",1
"Miranda July",1
"Mischa Kamp",1
"Misty Talley",1
"Mitch Davis",1
"Mitch Glazer",1
"Mitch Jenkins",1
"Mitch McLeod",1
"Mitch Schauer",1
"Mitchell Altieri",1
"Mitja Okorn",1
"Mitsuo Hashimoto",5
"Mitsuru Hongo",1
"Mitzi Peirone",1
"Mizuho Nishikubo",1
"M�lanie Laurent",2
"M�ns M�rlind|Bj�rn Stein",2
"Mona Achache|Patricia Tourancheau",1
"Mona Fastvold",1
"Monika Mitchell",1
"Mor Loushy|Daniel Sivan",1
"Morgan J. Freeman",1
"Morgan Matthews",1
"Morgan O'Neill",1
"Morgan Pehme|Daniel DiMauro",1
"Morgan Spurlock",2
"Morio Asaka",1
"Mort Nathan",2
"Morten Tyldum",3
"Motoki Tanaka",1
"Motonori Sakakibara|Kunihiko Yuyama",1
"Mou Tun-fei",1
"Moustapha Akkad",1
"Moxie Peng",1
"MTJJ",1
"Mucci Fassett",1
"Mukunda Michael Dewil",1
"Munehisa Sakai",1
"Myeong Seok Hwan",1
"Na Hong-jin",3
"Nabil Elderkin",1
"Nacho G. Velilla",2
"Nacho La Casa|Alberto Rodr�guez",1
"Nacho Valc�rcel",1
"Nacho Vigalondo",4
"Nadia Hallgren",1
"Nadine Labaki",1
"Nagisa Oshima",1
"Nahnatchka Khan",1
"Nancy Meyers",6
"Nancy Savoca",1
"Nanfu Wang",1
"Naoko Yamada",3
"Naomi Foner Gyllenhaal",1
"Naoto Kumazawa",1
"Naoya Uchida",1
"Naoya Uchida|Kenyu Horiuchi|Hideo Ishikawa|Hidenobu Kiuchi|Atsuko Tanaka|Takahiro Sakurai|Takaya Hashi|Masaki Terasoma|S�suke Komori|Emi Shinohara|Toshiyuki Morikawa|Katsuhiko Kawamoto|Tomoyuki Dan|Nobuo Tobita|Kazuhiko Inoue|Haruhi Nanao|Noriaki Sugiyama|Junko Takeuchi",1
"Naoyoshi Shiotani",3
"Naoyuki Itou",1
"Naoyuki Tatsuwa",1
"Naoyuki Tomomatsu",3
"Nash Edgerton",1
"Nat Faxon|Jay Gragnani|Ramone Hamilton",1
"Nat Faxon|Jim Rash",2
"Natalia Meta",1
"Natalie Erika James",1
"Natalie Krinsky",1
"Natalie Nourigat",1
"Nathan H. Juran",1
"Nathan Wiley",1
"Nathan Zellner|David Zellner",1
"Natsuki Imai",1
"Nattawut Poonpiriya",1
"Navot Papushado",1
"Nayato Fio Nuala",1
"Neal Israel",1
"Neasa Hardiman",1
"Neil Burger",5
"Neil Jordan",3
"Neil LaBute",2
"Neil Marshall",5
"Neil Mcenery-West",1
"Neil Nightingale|Patrick Morris",1
"Neil Rowe",1
"Neill Blomkamp",5
"Nelson McCormick",2
"Nelson Shin",1
"Newt Arnold",1
"�ngel G�mez Hern�ndez",1
"�ngel Manuel Soto",1
"Nia DaCosta",1
"Nia Dinata",1
"Nic Mathieu",1
"Nicholas Brooks",1
"Nicholas DiBella",1
"Nicholas Hytner",2
"Nicholas Jarecki",1
"Nicholas Mastandrea",1
"Nicholas McCarthy",1
"Nicholas Meyer",2
"Nicholas Ray",2
"Nicholas Stoller",5
"Nicholas Verso",2
"Nicholaus Goossen",1
"Nick Cannon",1
"Nick Cassavetes",5
"Nick Castle",3
"Nick Everhart",1
"Nick Hamm",3
"Nick Hurran",2
"Nick Kreiss",1
"Nick Lyon",5
"Nick Moore",2
"Nick Morris|Laurence Connor",1
"Nick Murphy",1
"Nick Ormerod|Declan Donnellan",1
"Nick Park",5
"Nick Park|Peter Lord",1
"Nick Park|Steve Box",1
"Nick Powell",2
"Nick Robertson",1
"Nick Robinson",1
"Nick Slatkin",1
"Nick Stagliano",1
"Nick Tomnay",1
"Nick Willing",1
"Nico Raineau",1
"Nicolai Fuglsig",1
"Nicolas Bedos",1
"Nicolas Benamou",2
"Nicolas Cuche",1
"Nicolas Pesce",1
"Nicolas Roeg",2
"Nicolas Winding Refn",4
"Nicole Conn",2
"Nicole Garcia",1
"Nicole Holofcener",1
"Nicole Jones-Dion",1
"Nicole Kassell",1
"Nicole Newnham|James Lebrecht",1
"Nicol�s L�pez",5
"Nicol�s Onetti|Victor Catala|Brian Deane|Oliver Lee Garland|Guillermo Lockhard|Tony Morales|Nicholas Peterson|Daniel Rubesam|Christopher West",1
"Niels Arden Oplev",3
"Nigel Cole",1
"Nigina Sayfullaeva",1
"Niki Caro",3
"Nikita Argunov",1
"Nikkhil Advani",1
"Nikolaj Arcel",1
"Nikolaus Leytner",1
"Nikolay Lebedev",1
"Nikole Beckwith",1
"Nils Gaup",1
"Nima Nourizadeh",2
"Nimr�d Antal",4
"Nimrod Zalmanowitz",1
"Ninja Thyberg",1
"Nisha Ganatra",2
"Nitesh Tiwari",1
"Niyi Akinmolayan",1
"Nneka Onuorah|Giselle Bailey",1
"No� Santill�n-L�pez",3
"No Zin-soo",1
"Noah Baumbach",3
"Noah Buschel",1
"Noah Hawley",1
"Noah Kaye Bentley|Brennley Brown|Zach Callison|Skai Jackson|Marsai Martin|Andre Robinson|Carlos Alazraqui|Roshon Fegan|Brad Grusnick|Sam Lavagnino",1
"Noam Murro",1
"Nobuhiko Obayashi",1
"Nobuhiro Doi",2
"Noel Clarke",1
"Nora Ephron",4
"Nora Fingscheidt",1
"Noriaki Akitaya",1
"Noriko Takao",1
"Norio Tsuruta",1
"Noriyuki Abe",5
"Noriyuki Abe|Yasuto Nishikata",1
"Norman Ferguson",1
"Norman Jewison",6
"Norton Virgien",1
"Norton Virgien|John Eng",1
"Nzingha Stewart",1
"Oh Yoon-dong|Jung Su-yee",1
"Ol Parker",3
"Olaf de Fleur Johannesson",1
"Olatunde Osunsanmi",2
"Ole Bornedal",2
"Oleg Pogodin",1
"Oleg Stepchenko",2
"Oleg Trofim",1
"Oleh Malamuzh",1
"Oliver Daly",1
"Oliver Hirschbiegel",3
"Oliver Kienle",1
"Oliver Parker",3
"Oliver Stone",13
"Olivia Milch",1
"Olivia Neergaard-Holm|Jon Nguyen|Rick Barnes",1
"Olivia Wilde",1
"Olivier Afonso",1
"Olivier Assayas",1
"Olivier Baroux",3
"Olivier Dahan",1
"Olivier Jean-Marie",1
"Olivier Marchal",1
"Olivier Megaton",4
"Olly Blackburn",1
"Onur Tukel",1
"Oren Moverman",2
"Oren Peli",2
"Oren Uziel",1
"Oriol Colomar",1
"Oriol Paulo",3
"Orlando von Einsiedel",1
"Orson Oblowitz",1
"Orson Welles",3
"Osamu Dezaki",2
"Osamu Kasai",1
"Osamu Nabeshima|Norihiro Naganuma",1
"Osamu Yamasaki",1
"Oskar Santos",1
"Otto Bathurst",1
"Otto Preminger",1
"Owen Egerton",1
"Owen Harris",1
"Owen Hurley",4
"Oz Perkins",2
"Oz Scott",1
"Ozan A�iktan",1
"P.J. Hogan",2
"P.J. Pesce",2
"P.J. Pettiette",1
"Pablo D'Alo Abba",1
"Pablo Faro",1
"Pablo Giorgelli",1
"Pablo Larra�n",3
"Pablo Martin Farina|Santiago Diaz",1
"Pablo Moreno",1
"Pablo Trapero",1
"Paco Arango",1
"Paco Bardales|Martin Casap�a|Casanova",1
"Paco Caballero",1
"Paco Cabezas",3
"Paco del Toro",1
"Paco Le�n",1
"Paco Plaza",2
"Padraig Reynolds",3
"Pailin Wedel",1
"Panos Cosmatos",1
"Paolo Genovese",3
"Paolo Sorrentino",3
"Paris Barclay",1
"Park Chan-wook",7
"Park Eun-ho",1
"Park Hoon-jung",5
"Park Ju-young",1
"Park Jun-soo",3
"Park Jung-woo",1
"Pascal Chaumeil",2
"Pascal Laugier",3
"Pascual Sisto",1
"Pasha Patriki",1
"Pat Corbitt",1
"Pat Healy",1
"Pat Holden",1
"Pat O'Connor",2
"Patrice Ch�reau",2
"Patricia Birch",1
"Patricia Cardoso",1
"Patricia Riggen",4
"Patricia Rozema",1
"Patrick Alessandrin",1
"Patrick Brice",3
"Patrick Hasson|Juan Carlos Saizarbitoria",1
"Patrick Hughes",3
"Patrick Johnson",1
"Patrick Lussier",5
"Patrick Magee",1
"Patrick Tatopoulos",1
"Patrick Vollrath",1
"Patrick White",1
"Patrik Syversen",1
"Patryk Vega",1
"Patty Jenkins",3
"Patxi Am�zcua",1
"Paul A. Kaufman",1
"Paul Andrew Williams",1
"Paul Bartel",1
"Paul Bettany",1
"Paul Bolger",1
"Paul C. Miller",1
"Paul Currie",1
"Paul Dano",1
"Paul Davis",1
"Paul Dugdale",3
"Paul Emmanuel",1
"Paul Feig",7
"Paul Fisher|Charlie Bean|Bob Logan",1
"Paul Greengrass",8
"Paul Haggis",3
"Paul Hoen",10
"Paul Hunter",1
"Paul Hyett",2
"Paul King",2
"Paul Leyden",1
"Paul McEvoy",2
"Paul McGuigan",4
"Paul Mercier|Carolyn Lawrance|Rino Romano|Sally Cahill|Jim Ward|Michael Gough|Jesse Corti",1
"Paul Michael Glaser",1
"Paul Owens",1
"Paul Raschid",1
"Paul Scheuring",1
"Paul Schrader",6
"Paul Solet",1
"Paul Tanter",1
"Paul Thomas Anderson",8
"Paul Tibbitt",1
"Paul Urkijo",1
"Paul Verhoeven",10
"Paul W. S. Anderson",7
"Paul Weiland",1
"Paul Weitz",4
"Paul Ziller",1
"Paulo Henrique Fontenelle",1
"Pavel Hoodyakov",1
"Paween Purijitpanya",1
"Pawel Pawlikowski",1
"Pearry Reginald Teo",1
"Pedro Almod�var",8
"Pedro Ant�nio",1
"Pedro Flores Maldonado",1
"Pedro Gonz�lez Berm�dez",1
"Pedro Kos|Jon Shenk",1
"Pedro Pablo Ibarra",2
"Peeter Rebane",1
"Peggy Holmes",1
"Peggy Holmes|Roberts Gannaway",1
"Pella K�german|Hugo Lilja",1
"Penelope Spheeris",3
"Penny Marshall",4
"Pepe Boj�rquez",1
"Per Fly",1
"Perry Bhandal",1
"Perry Lang",1
"Peta Rivero y Hornos",1
"Pete Docter",4
"Pete Docter|Roger Gould",1
"Pete McCormack",1
"Pete Michels",1
"Pete Travis",1
"Peter Atencio",1
"Peter Avanzino",2
"Peter Berg",10
"Peter Billingsley",2
"Peter Bonerz",1
"Peter Cattaneo",1
